@relation 'Company-weka.filters.unsupervised.attribute.DateToNumeric-R1,2-weka.filters.unsupervised.attribute.MathExpression-Ea1 - a2-V-R1,2-weka.filters.unsupervised.attribute.NumericToNominal-R2-last-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,67,68,69,70,71,72,73,74,75,63-weka.filters.unsupervised.attribute.Remove-R2-61'

@attribute form-time-for-compeltion numeric
@attribute q61 {-100,-33,33,100}
@attribute q63 {'2,4,6','1,2,4','1,2,3',2,'1,2,5','2,4','1,2,6','1,2',1,'2,4,5',6,'1,5,6','2,3,4','1,3,5','2,6','1,3,4',3,'1,4,6','1,3,6','1,2,7','2,3,6','2,6,7','1,4,5','1,6','6,7','1,4,7','1,4','3,4,6',4,'2,4,7','4,5,7','4,6','1,7','2,3,5','2,3','1,5','2,3,7','1,3','2,5,6','2,5','3,6,7','2,7','1,6,7',7,'3,6','4,7','5,6,7','1,3,7','3,4,5','3,4','5,6',5,'4,5','4,6,7','3,5,6','1,5,7','4,5,6','3,4,7','3,5','3,7','2,5,7','3,5,7','5,7'}
@attribute q64 {'1,3',3,'3,6,8',1,'1,3,8','3,8','3,7,8','3,6','1,3,6',8,'1,3,7','3,5','1,3,5','3,5,6','2,3','1,6,7',5,'2,5','1,2,8','1,7','1,5','1,5,8','3,6,7',2,'3,5,7','1,6','1,2,3','1,2,5','1,5,7','1,5,6','6,8','2,3,7',7,'3,5,8','1,2,6','5,7,8','1,8','2,3,8','6,7,8','2,3,6','1,6,8','1,2,7','2,5,7','2,5,6','2,6,7','6,7',6,'7,8','1,2','5,6,7','1,7,8','5,6,8','2,5,8','2,7','2,7,8','3,7','2,3,5','5,8','2,8','2,6','2,6,8','5,6','5,7'}
@attribute q65 {'2,3,7','4,7',5,'2,3,5','3,5,7','1,4,7',7,'6,7','1,5,6','5,6','2,7','5,6,7','1,2',3,'2,4','2,3,6','2,3,4','2,5,7','1,2,6','1,7',1,'2,5,6','2,6,7','2,4,7','4,6,7','3,5,6','3,7','5,7',2,'1,2,7','1,6,7','2,3','4,5,7','3,5','1,2,4','1,2,5','3,6','2,4,6','2,5','3,4,7','2,4,5','3,4','1,5,7','1,4','3,4,5','4,6','3,6,7','1,3,4','1,3,5','1,3,6','3,4,6',4,6,'1,2,3','1,3,7','4,5,6','2,6','4,5','1,4,6','1,5','1,4,5','1,3','1,6'}
@attribute q66 {'2,7','1,2','1,7','1,3,7','1,2,5','2,3,4',7,'3,7','1,2,3','1,3','1,4,7','1,5','2,3,7',1,'3,4','2,5,7','1,3,5','1,2,7',3,'3,5,7','4,7','3,4,7','3,4,5','3,6,7','5,7','1,3,4','1,4,5','2,4,7','1,4','1,3,6',5,'5,6,7',4,'2,3,5','1,4,6','4,6','4,6,7','4,5,7','2,4,6','2,3','3,6','5,6','1,5,7',2,'1,2,4','3,4,6','2,6','1,5,6','2,4,5','3,5',6,'2,3,6','1,6,7','4,5','6,7','2,6,7','4,5,6','1,6','3,5,6','2,4','2,5','1,2,6','2,5,6'}
@attribute q67 {'2,3','1,2',5,'1,2,3','2,3,7','2,3,6',4,'2,8','1,3,5','1,2,4','1,4,7','2,3,4','2,4',1,'1,4,8','3,4,5','1,3,8','1,4,5','1,5,7','2,5','4,5,6','1,2,5','1,3,7','3,4','3,4,6','2,6,7',3,'2,3,8','1,3','1,2,6',8,'7,8','3,5,6',6,7,'2,3,5','1,7,8',2,'1,6','3,4,8','3,5,7','2,4,8','4,6,8','1,3,4','1,5,8','5,6','4,6,7','1,5','5,6,8','3,5','2,5,8','4,5,7','5,7,8','1,2,8','5,7','2,4,5','3,5,8','2,5,6','4,8','3,4,7','4,5,8','5,8','3,7,8','1,4,6','1,3,6','2,5,7','2,7','1,6,8','2,4,6','1,4','3,7','2,4,7','4,7,8','6,7,8','1,5,6','3,6,8','1,8','4,5','5,6,7','2,7,8','6,7','2,6,8','4,7','1,2,7','3,8','1,7','3,6,7','3,6','6,8','2,6','1,6,7','4,6'}
@attribute q68 {1,2,3}
@attribute q69 {1,2,3,4,5,6}
@attribute q70 {1,2,3,4,5,6,7,8,9}
@attribute q71 {1,2}
@attribute q72 {1,2}
@attribute q73 {'1,3',3,1,2,'2,5',6,4,5,'1,2','1,5','1,4','1,3,5','3,5','4,5','5,6','1,2,5','1,4,5','1,2,3,5','1,6','2,3','3,6','1,5,6','2,6','1,2,3,4,5,6','4,6','1,2,6','1,3,4','1,2,3','2,4'}
@attribute q74 {'3,4',4,5,'1,4',2,3,'1,2,4',1,'1,2','1,3','2,3','1,3,4','2,4','3,5','1,2,3','2,3,4','1,2,3,4','2,5','1,2,3,4,5','1,3,5','4,5','1,4,5','2,4,5','1,2,5','3,4,5','1,5'}
@attribute q62 {-100,-33,33,100}

@data
22092000,100,'2,4,6','3,6,7','1,6,7','3,4,5','2,4,8',3,1,5,2,2,3,'1,4',100
22094000,-33,'2,5,6','3,6,8','2,3,5','3,5,7','1,3,7',3,2,7,2,2,2,5,33
22108000,33,'2,4',3,'3,7','1,7','2,7',2,5,4,2,1,2,4,33
22135000,33,'1,2,4','3,5,6','3,6,7','1,6,7','1,2,3',2,6,5,2,2,5,4,33
22143000,100,4,1,'1,2,7','2,3,4','1,2,3',3,4,6,2,1,6,1,100
22189000,100,'2,3,5','1,6,7','2,5,7','2,4,5','2,4,8',3,3,6,2,2,5,5,100
22223000,33,1,1,7,3,'1,5,7',3,5,6,2,2,3,1,100
22247000,-33,'2,4',6,6,'4,7',7,3,5,7,2,2,'2,5',4,-100
22321000,100,'1,2,7','1,3,8',5,'1,7',7,2,6,5,2,2,6,5,100
22330000,100,'1,2,3','1,3,5','1,5,7','1,2,5','1,2,3',2,5,9,1,2,6,2,100
22356000,100,'2,3,5','3,6,7','1,3,7',3,1,3,4,8,2,2,'1,2',5,100
22377000,100,1,6,2,2,3,3,5,6,2,2,3,5,100
22569000,33,'1,2,5','1,7','2,4,7','3,4','2,5,6',2,6,4,2,1,6,5,100
22572000,-33,'1,4,6','1,2,3','2,6,7','1,2,4','2,3,5',2,5,6,2,2,2,5,33
22581000,100,'2,4',8,'3,7',7,'1,4,7',2,5,5,2,2,'3,5','1,4',-100
22582000,100,'2,4,7','1,6,7','1,3,5','3,4,6','1,6,8',3,3,8,2,2,2,3,100
22592000,33,'1,2','2,3','1,2,6',7,3,2,4,3,1,2,'1,2','1,2',100
22618000,33,'1,2,4','1,3,7','5,7','1,5,7','5,7,8',2,4,4,2,2,2,4,33
22639000,100,'1,2,3','2,6,8','2,5,6','2,3,4','3,4,5',3,1,4,2,2,2,5,100
22696000,-33,1,1,3,7,5,3,3,7,2,2,2,4,-33
22729000,100,'1,4',1,7,'2,4,6','1,2,5',2,6,5,2,2,3,5,100
22734000,-33,'2,4,6','2,3,8','3,6,7','4,6,7','1,3,5',2,5,5,2,1,2,5,-33
22746000,100,'3,4,5','1,5,8','1,2,3','3,4,5','4,5,7',3,3,6,2,2,2,5,100
22776000,33,'2,4','3,8','2,3','1,3','2,8',3,3,4,2,1,6,5,33
22894000,100,'1,4,6','1,2,5','2,4,6','1,4,7','2,4,8',3,2,5,1,1,1,5,33
22949000,33,'2,3,4','1,8',5,'3,7',1,3,4,5,2,2,2,4,100
22965000,33,'1,2,6','1,3,7','4,5','2,3,7','2,7,8',3,2,5,2,2,6,4,100
23117000,33,'1,2',8,7,'4,5,6','1,2,8',2,4,5,2,2,3,4,33
23136000,100,'2,4,6','5,6,7','1,3,6','3,7','1,2,4',2,3,6,2,1,'2,5',2,100
23160000,-33,'3,4,6','1,6,8','1,5','1,6,7','4,5',3,3,3,2,2,6,'1,4',-100
23214000,100,'1,2,4','1,5,6','1,2,3','1,2,7','1,2,6',3,1,2,2,2,3,4,100
23215000,33,'2,3,4','6,7,8','3,6,7','1,3,6','1,4,7',3,2,7,2,1,'3,5',5,33
23236000,33,'1,2,4',1,'2,3,6','1,4,6','1,2,3',2,6,4,2,1,5,1,33
23469000,33,'1,2,3','1,3,6','1,2,3','3,4,5','1,4,5',3,3,7,2,2,3,4,33
23490000,100,'1,3,7','1,3,6','2,4,7','1,2,4','1,2,3',2,3,2,2,2,'2,5','1,4',100
23519000,33,'1,2,4','1,3,8',3,'1,6,7',5,2,3,5,2,2,5,4,33
23542000,100,'1,2,4','1,5','2,5','1,4,7','7,8',3,3,5,2,1,4,5,100
23604000,100,'1,3,6','1,3,8','2,6,7','3,4,6','4,5,6',3,1,4,2,2,4,4,33
23623000,100,'1,2,3','1,6,7','1,3,5','3,4,6','1,2,6',3,3,6,2,2,2,'3,4',-100
23671000,33,'1,2',3,5,1,1,2,6,4,2,1,6,1,-33
23679000,33,2,'1,2,6','1,2,5','1,3,4','3,5,7',2,2,2,2,1,6,2,33
23696000,-33,6,6,3,7,7,3,3,9,2,2,6,4,33
23782000,33,'2,3,4',1,7,3,'2,4',3,5,6,2,2,3,4,33
23784000,100,3,1,3,7,5,3,2,6,2,1,2,'3,4',100
23821000,33,'1,2','1,3,8','2,4,7','1,2,7','1,2,7',3,3,6,2,2,'3,5',4,33
23857000,33,'1,2,4','1,8','2,3','4,5,6','3,5,7',3,1,2,2,1,6,5,33
23857000,33,'1,3,4','1,7,8','2,5,7','1,2,3','5,6,8',2,4,4,2,2,6,4,100
23895000,-33,'1,2,4','1,3','5,6,7','1,7','1,3',3,3,4,2,2,6,'1,4',33
23917000,33,'2,3,4','1,3',7,'3,7',5,2,5,8,2,2,6,5,100
23925000,100,'1,2,3','1,2,8','2,5,7','1,4,7','3,6,7',3,1,5,2,2,2,'1,4',100
23933000,100,'1,2,3','1,3,8','2,3,6','1,2,7','1,2,5',2,2,3,2,2,2,'1,4',100
23940000,100,'1,3,4','1,2,8','3,4,7','4,6,7','2,4,5',2,3,2,2,1,'2,5',3,100
24076000,100,'2,7',8,7,'6,7','3,4,7',2,4,6,2,2,3,5,100
24207000,33,'1,2,4','3,6,8','3,4,7','1,3,6','2,4,7',2,5,6,2,2,3,2,33
24297000,33,'2,3','2,3,5','1,3,7','1,3,5','1,3,6',3,4,6,2,1,4,'3,4',100
24389000,33,'2,4,6','1,3,8',7,7,5,3,1,2,1,1,6,5,33
24440000,33,'1,2',1,2,'3,7','1,8',2,4,3,2,2,3,4,-33
24484000,33,'1,2,4',3,'6,7','2,4','1,5',3,2,4,2,1,2,5,33
24521000,-33,'1,4',8,5,'5,7','7,8',2,5,3,2,1,3,5,-33
24612000,-33,'1,2',3,'2,7',3,'2,3',2,4,4,1,2,3,1,33
24616000,100,'2,4,6','1,3,8','1,6,7','1,4,7','2,5,7',3,5,4,2,2,3,1,100
24636000,33,'1,2,4','1,3,8','1,2,7','4,5,7','1,2,5',2,3,4,1,1,5,5,33
24710000,100,'1,3','1,2,3','2,4,7','1,3,4','1,2,8',2,4,3,2,1,2,'3,4',100
24731000,33,'1,2,3',1,4,1,4,2,6,4,1,2,'1,2',5,-100
24732000,33,'1,2',1,2,2,'2,3,4',2,3,4,2,2,3,4,100
24851000,100,'1,2,3','3,6,8','2,5,7','1,3,7','1,2,3',2,4,6,2,2,6,'3,4',100
24852000,-33,6,6,2,3,1,3,5,6,2,1,'2,5','1,4',-33
24956000,100,'2,4',2,'3,4','5,7','3,7',3,3,4,2,2,3,4,100
25010000,33,'2,4',8,2,7,7,3,4,8,2,1,6,5,33
25022000,100,'1,2,4','1,3,8','2,5,6','3,4,5','3,5,6',2,6,5,2,2,4,5,100
25023000,-100,2,'1,2,3',7,3,4,3,1,5,2,2,3,1,-100
25045000,33,'1,2,4','1,3,6','2,6,7','3,4,7','6,7',3,2,8,2,1,6,5,33
25071000,33,'1,2,4','1,3,8','1,4,7','3,4,7','1,3',2,5,5,2,1,2,4,33
25144000,100,'1,3,4','1,3,6','1,5,6','3,4,5','1,2,8',2,5,3,2,2,'1,3',4,100
25304000,100,6,8,'1,4,7','1,3,6','3,4,8',3,3,5,2,1,3,5,33
25344000,100,'1,2,3','1,3,6','1,2,6','2,4,6','1,2,3',2,4,4,2,2,3,'1,4',100
25381000,33,'1,2,4','1,3,7','3,4,5','2,3,5','1,4,5',3,2,5,2,2,2,5,33
25420000,100,'1,5,6','3,5,8',7,3,5,3,2,3,2,2,2,2,100
25424000,33,'2,4,7',8,7,'4,7',4,2,4,5,2,1,6,4,100
25431000,33,'1,2,4',6,'2,3,7','2,7','2,5,7',3,3,4,2,2,2,4,33
25503000,33,'1,4',8,5,'1,7','3,6',2,5,5,2,2,3,4,-100
25578000,33,2,6,6,4,'1,8',2,4,3,2,1,6,2,-33
25592000,33,'1,2,6','1,3,6','1,3,7','2,4,7','3,5,7',3,2,6,1,2,4,5,33
25609000,100,'2,3,4',6,7,'3,6,7','4,5,7',3,2,7,2,1,4,5,100
25620000,100,'1,2,4','1,6,7','5,6,7','2,3,6','5,6,7',3,5,6,2,2,'1,3',4,100
25635000,33,'1,2,3','1,3,6','2,4,5','1,2,5','1,3,5',2,2,4,2,1,6,'1,4',100
25656000,33,'2,3,4','1,2,8','2,3,7','3,5,7','2,5,8',3,3,7,2,2,6,4,33
25762000,100,'1,2,5','1,3,8','2,3,7','3,4,7','1,2,5',2,2,6,2,1,2,4,100
25767000,100,1,1,1,1,1,2,2,4,2,2,'3,5',5,100
25778000,33,'1,2,4','3,8','5,7','1,7','3,7',2,4,5,2,2,3,2,33
25904000,100,1,3,7,'3,4,7','2,4,5',3,2,3,2,1,3,5,33
26036000,100,'2,3,4','1,2,8','4,6,7','4,6,7','1,5,7',3,4,6,2,1,3,1,100
26149000,33,1,'1,2,5','1,2,7','3,4,6','2,4',3,3,4,2,2,4,5,100
26255000,100,2,6,2,7,8,3,2,2,2,2,3,'1,4',100
26264000,33,'2,4,6',6,7,'3,4,7','4,5,8',3,6,5,2,2,3,5,33
26321000,100,'3,4',8,7,4,'1,2,7',3,4,9,1,1,6,5,100
26356000,100,'2,6','3,6','3,4','1,3,5','2,5,8',3,2,4,2,2,3,3,33
26393000,100,'2,3,4','3,6',7,'3,4','3,4,8',2,5,3,2,1,3,1,100
26451000,100,'1,2,3','1,6,7','1,2,3','3,4,5','3,4,5',3,4,5,2,1,2,5,100
26514000,100,'2,6','1,6','1,2,7','3,4,7','4,5,7',3,2,4,2,2,3,4,100
26611000,-33,'2,3,4',8,3,'1,6,7',7,3,5,7,2,1,6,5,-33
26643000,-33,1,8,3,7,5,3,3,3,2,1,2,5,-33
26668000,100,'2,3,6','3,6,8','1,2,6','3,4,5','1,3,8',3,4,3,1,1,6,3,100
26908000,-33,'1,3,4','1,3,5','1,2,7','3,4,7','3,5,7',3,2,2,1,1,5,5,-33
26939000,100,'1,3,6','1,6,8','1,2,7','4,5,6','4,5,8',3,2,2,2,2,2,5,100
26943000,33,'2,4,6','1,2,6','2,6,7','3,4,6','3,4,5',3,5,8,2,2,6,1,33
26974000,100,'1,2,3','1,3,7','1,2,3','1,2,3','1,2,4',3,2,4,2,1,4,2,100
27014000,100,'2,6,7','1,7,8','4,5,7','3,4,6','1,4,5',3,4,3,2,2,4,5,100
27019000,33,'2,6,7','1,5,8','4,6,7','4,6,7','1,4,5',3,2,9,1,1,2,5,33
27040000,100,'2,4,6','1,2,3','2,5,7','1,2,4','1,5,8',2,4,5,2,2,'1,2',4,100
27079000,33,'1,2,3',1,'2,7','4,5','2,4',2,5,4,2,2,3,4,100
27128000,33,'1,2',8,'6,7',3,'3,4',2,3,2,2,1,6,4,100
27133000,33,2,8,7,'4,5','4,5,7',3,5,4,2,2,2,1,100
27136000,-33,1,8,7,1,4,2,4,4,1,2,3,5,-33
27197000,33,'2,3,6','3,8',2,'3,4,7','2,4,7',3,3,6,2,2,3,4,100
27254000,33,'2,4,6','3,7','5,7',7,5,2,4,4,2,1,2,1,33
27447000,33,'2,3,7','3,8',4,'1,2,3','1,2,7',2,4,5,2,2,4,1,33
27583000,33,'3,4,5','1,3,8','3,5,6','3,4,5','1,5,8',3,3,7,2,2,1,4,33
27599000,100,'1,4,5','3,6,7','2,6,7','1,2,3','2,3,5',2,6,4,2,2,'1,3',4,100
27611000,33,'1,2,3','1,3,5','1,2,3','4,5,7','2,4',2,4,4,2,1,6,3,100
27630000,100,'1,2,3','1,5,7','2,5,7','2,3,7','4,5,8',3,3,2,2,2,'1,2',4,100
27675000,100,'2,3,4','1,6,7','2,5','1,4,6','2,5,7',3,1,9,2,1,6,5,100
27684000,33,'2,6',8,7,'4,7',8,3,2,7,2,1,5,5,33
27789000,-33,2,8,'6,7','4,5','2,5',2,3,5,2,2,3,5,100
27985000,33,7,7,5,7,2,2,5,6,2,2,6,5,-33
28039000,100,'1,2,6','3,6,7','2,6,7','2,3,4','2,3,5',2,5,4,2,1,6,4,100
28158000,33,'1,2,3','1,2','4,7','3,7','1,2,6',2,4,3,2,1,6,5,100
28318000,100,'2,3,7','3,6,8','2,5','1,3,7','5,7,8',3,4,6,2,1,3,3,100
28443000,100,5,'1,3,7','1,2,3','2,3,5','1,5,8',3,1,2,2,1,6,4,100
28526000,33,'2,3,6','7,8',2,'1,4,7','1,4,5',3,6,6,2,2,2,3,100
28553000,100,'2,3,6','2,6,7','2,5,6','4,6,7','1,4,7',3,3,5,2,2,3,5,100
28590000,33,2,3,7,1,1,2,4,5,2,2,6,4,33
28618000,100,'1,4','1,6,8','2,3','4,7','3,5,7',2,3,5,2,2,3,4,33
28761000,100,2,'1,2,6','5,6,7','3,4,6','3,5,7',3,1,6,2,1,2,'1,4',100
28870000,33,'2,3,4','3,6,7','2,3,7','3,4,5','1,4,5',3,3,7,2,1,2,5,100
28935000,33,'1,2,3','1,2,6','3,4,6','1,3,7','2,5,8',3,2,6,2,2,4,1,-33
28944000,33,'4,7',8,7,'1,4',3,3,5,5,2,1,2,'3,4',-33
29210000,33,'1,2,3','1,6','6,7','5,6,7','1,5,7',3,2,6,2,2,3,4,-33
29279000,33,'1,2,6','1,3,5','2,5,6','1,4,6','1,2,6',2,4,4,2,2,3,4,33
29280000,100,'1,4','1,3,8','2,4,5','3,4,5','1,5,8',3,1,4,2,2,3,5,100
29286000,33,'1,2,6','1,3,7','2,4,7','3,4,5','2,3,5',2,6,4,2,2,2,2,33
29303000,100,'1,2,6','1,3','2,5,7','2,5','2,5',3,3,5,2,1,2,5,100
29311000,100,2,3,2,'3,4','3,8',3,2,1,2,1,6,5,100
29370000,100,'1,2,3','6,7','2,4','1,3','2,5,8',2,4,4,2,2,2,4,100
29441000,100,2,6,'1,4,6','2,3,4','4,5,8',2,4,5,2,2,'1,3','1,4',100
29444000,100,2,3,1,1,5,3,3,6,2,1,6,3,100
29464000,33,'2,4,6','1,6,8','1,7','5,6,7','4,5,7',3,2,4,2,1,2,4,100
29487000,100,'1,2,5','1,3,5','1,5,7','1,2,6','2,5,6',2,2,3,2,2,1,'1,4',100
29505000,33,'1,4',1,7,4,5,2,6,5,2,2,2,4,-100
29579000,33,'2,4','3,6,7','2,3',3,'5,7',3,2,4,2,2,6,'1,4',100
29580000,33,2,3,5,3,5,3,3,3,2,2,3,4,100
29601000,100,'2,3,4',3,7,'4,5,6','5,7',3,3,7,2,1,5,5,100
29738000,33,'2,4,7','1,2,8',3,'6,7',2,3,5,7,2,2,6,5,100
29795000,33,'1,2,3','1,6,8','2,5,6','1,3,5','2,3,5',3,4,3,2,2,1,1,33
29865000,33,'1,3,7','1,6,8','2,5,7','2,5,7','2,5,7',3,2,3,2,2,2,'3,4',33
29868000,100,2,8,7,7,5,3,4,7,2,1,2,4,100
29978000,33,'1,2,4','1,2,6','2,4,7','3,5,7','1,3,8',3,3,6,2,2,3,5,33
30107000,33,'1,2,4','1,3,6','1,2,7','3,4,5','1,3,5',3,2,5,2,2,3,2,100
30171000,-33,'2,4,6','1,5,8','3,5',1,8,3,1,3,2,1,6,4,-33
30229000,33,'2,4,6','3,6,8','2,3,6','1,4,7',7,3,2,5,2,2,2,5,33
30275000,33,6,8,3,3,'2,3',3,5,4,2,2,2,2,-33
30343000,100,'1,2,4','6,7','2,5','3,5,7','1,2,5',2,3,3,2,1,6,5,100
30373000,33,'2,5,6','1,3,5','2,3,4','1,3','1,3,8',1,5,5,2,2,6,'1,2,4',-33
30612000,100,'2,4,6','3,5,6','2,5,7','3,4,7','1,3,5',3,6,5,2,1,6,3,100
30627000,100,'2,3,6','1,8','5,6,7','2,5,6','4,5,7',1,1,3,2,1,2,5,100
30697000,33,'2,3,4','1,3,6','2,5,7','3,5,7',5,3,2,6,2,1,3,4,100
30843000,100,'2,3,4','1,6,7','3,6,7','3,4,5','1,3,5',3,5,6,2,2,6,1,100
30955000,-33,'2,4,6','1,3,8','1,2,3','1,3,7','1,2,3',2,3,3,2,2,6,'1,4',33
30964000,100,'1,2,4','1,6,7','3,5,6','1,5,7','1,4,7',3,3,2,2,1,6,5,100
30983000,100,'2,3,4','1,6,7',7,'3,4,7','1,2,5',2,4,8,2,1,2,1,-100
30984000,-100,'2,6,7',8,'3,7',5,8,1,2,4,2,2,4,'1,4',100
30990000,-100,6,6,3,7,'3,8',3,4,3,1,2,3,4,-100
31011000,100,'1,2,3','1,3,6','2,5,7','1,3,4','3,4,5',2,5,6,2,1,2,4,33
31045000,33,'1,2,4',5,5,'4,6,7','1,4,8',2,5,5,2,2,3,4,33
31133000,100,'1,2,6',6,'3,6','1,4,6','1,2,7',2,5,6,2,1,2,4,100
31173000,100,'1,2,3','2,3,8','2,6,7','2,3,4','1,5,8',3,5,5,2,2,4,'1,2,4',100
31250000,100,1,1,5,1,'1,3,5',3,2,4,2,2,'3,5',4,100
31287000,100,'1,2,5','1,3,8','5,7',3,'7,8',3,6,5,2,2,2,'1,4',100
31366000,100,'1,2,3','3,5','1,2,3','1,4,7','4,6,7',3,2,4,2,2,3,5,-100
31414000,-33,'2,4,6','1,5,6','2,4,7','3,6,7','5,6,8',2,5,6,2,2,6,4,-33
31511000,33,'1,2,4','1,3,8','5,7','4,5,7','2,3,7',2,4,3,2,1,6,4,33
31645000,100,'1,2,4','1,3,8','2,5,7','1,5,7','1,7,8',3,2,2,1,1,5,4,33
31742000,33,'1,2,3','1,3,6','1,2,3','3,4,7','1,2',2,4,5,2,2,6,1,33
31745000,33,'1,2,4','1,3,6','2,4,5','1,4,7','1,2,3',2,4,5,2,1,3,'1,4',33
31765000,33,'1,2','5,8','3,7','1,7','1,2,7',2,6,7,2,2,6,1,100
31810000,33,'1,3,4','1,3,8',5,1,'1,2,4',2,5,5,2,2,6,'2,3',33
31812000,100,'1,2,3','1,5,7','2,4,5','2,3,7','1,2,6',2,4,3,2,1,6,'1,3,4',100
31850000,100,'1,2,5','3,5','3,5,7','1,6','3,4,7',2,4,5,2,2,3,1,33
31887000,33,'1,2,6','2,6,7','1,2,6','1,4,5','1,5,7',3,2,4,2,1,2,3,33
31936000,33,2,'3,8',5,'3,4','1,2,5',3,4,5,2,2,2,1,33
31940000,-33,'1,2','6,8','2,6,7',1,'2,3',3,2,2,2,2,6,5,33
32003000,33,'2,4','1,3,5','2,4,5','1,2,4','1,2,3',2,2,7,2,2,5,5,33
32015000,100,4,8,3,7,1,2,5,3,2,2,2,1,100
32205000,100,'1,2,4','1,3',2,'3,5,7','1,4,6',3,4,5,2,2,2,4,100
32314000,-33,'1,2,6','1,6,7','6,7','3,4,7','1,2,8',3,3,4,2,2,3,1,-33
32320000,33,'1,4,7','3,6,8','3,6,7','1,2,7','1,4,7',3,2,5,2,2,1,5,33
32331000,-100,'1,2,4','1,3,8','2,5,7','1,6,7','1,3,5',3,3,2,2,1,5,3,-33
32356000,100,'1,2,4','3,5,8',5,'1,5',1,2,3,4,2,2,'1,2',4,100
32363000,100,'1,2,4','1,3,8','2,5,7','3,4,5','1,2,3',2,4,5,2,2,'1,3',4,100
32399000,33,'1,2,3','3,5,7','2,3,5','2,3,5','1,2,5',3,4,8,2,1,2,4,-33
32475000,100,'1,5,6','1,3','2,4,7','1,2,5','1,2,4',2,2,5,2,1,3,5,100
32484000,100,'1,2,6','1,6,7','1,2,6','2,4,5','1,2,4',2,2,4,2,2,3,5,100
32607000,-33,2,8,7,6,'1,2,3',2,3,8,2,2,2,5,-100
32612000,33,'2,3,4','3,6,7','3,4,6','3,4,7','1,6,8',3,4,9,2,1,6,3,33
32615000,-33,'1,2','1,3,8','3,5,7','2,3,7','1,2,5',3,5,3,2,1,2,5,33
32753000,100,6,6,'2,3,6','2,3,6','1,2,8',2,3,2,2,1,6,3,100
32755000,33,'1,2,4','1,8',2,5,'5,7',3,1,5,2,2,2,5,-33
32797000,33,'1,2,3','1,6,7','1,4,6','6,7','1,4,7',3,3,4,1,2,'1,5',3,100
32801000,100,'1,2,3','1,5,6','2,3,6','2,4,7','1,4,5',3,2,4,2,2,2,4,100
32817000,33,'1,2,4','1,3,6','2,3,7','1,4,7','3,5,7',3,4,7,2,2,1,3,100
32880000,-100,'2,3,4','3,6,8','3,5,6','3,6,7','3,4,7',3,3,9,2,1,6,5,-33
32884000,100,'1,5',3,7,'3,4,7','1,2,8',2,5,5,2,2,4,4,100
32886000,100,'2,3,4','1,3,6','2,3,6','3,4,7','4,5,7',3,3,6,2,1,2,4,100
32908000,100,'1,2,4','1,3,6','2,4,6','1,2,3','1,3,8',2,3,5,2,1,4,1,100
33021000,33,'1,2,6','1,3,5','3,7','1,4,5','1,2,3',3,2,6,2,2,2,4,33
33024000,100,'1,2,4','1,2,3',2,'3,5','4,5,6',2,2,4,2,2,3,4,33
33063000,100,'2,3,6','1,3,7','2,3,4','3,4,7','1,4,8',3,5,9,1,2,6,5,33
33092000,33,'1,2,4','1,3,6','1,2,7','2,3,4','1,3,5',2,4,6,2,2,6,'1,4',100
33227000,-100,'2,3,4',1,2,'5,6,7',8,3,5,7,2,2,2,4,-100
33231000,100,'2,4,6','3,6','2,3,6','3,4','2,4,5',3,5,7,2,2,1,4,100
33270000,33,'1,2,3',1,'3,4,6','1,3','1,2,8',2,3,7,2,2,2,5,100
33314000,33,'1,2','1,8',5,'4,7','5,7',2,4,3,2,2,6,5,33
33507000,100,'1,6','1,8',7,'4,7','1,5',2,5,4,2,1,6,1,100
33698000,33,2,8,7,7,'1,4,5',2,4,3,2,2,2,4,33
33824000,33,'2,4,6','1,3,5','6,7',4,'1,4,5',3,5,5,2,2,4,4,33
33897000,100,'1,2','1,8',7,'1,6,7',1,3,3,5,1,2,3,1,100
33905000,100,'2,4',3,3,7,'1,5',3,6,6,2,2,3,1,-33
33959000,-33,6,8,3,7,1,3,4,5,1,2,'1,3,5','3,4',-100
34008000,33,'1,4,6','6,7,8','3,6,7','3,4,7','2,5,8',3,3,7,2,2,2,5,100
34082000,33,'1,5','3,6','5,7','2,5','2,3',1,5,4,1,1,6,'1,2',100
34226000,-33,'1,2,3','1,3,6','2,3,4','1,2,7','1,3,5',3,1,4,2,1,6,4,-33
34289000,100,'1,4,7','1,5,8',7,'6,7',3,3,2,7,2,2,6,4,100
34367000,100,'2,4,6',3,5,5,5,3,4,4,2,1,3,4,100
34451000,100,'1,2',1,7,4,1,2,4,6,2,2,4,4,100
34452000,100,'1,2,3','1,3,8','2,4,5','2,3,4','1,2,4',2,5,6,2,2,3,2,100
34471000,-33,'2,4','2,8',5,'1,6,7','5,7',3,6,6,2,1,'2,5',4,100
34504000,100,'1,7','1,6,8',7,'5,7',1,3,2,6,2,1,3,4,100
34517000,100,'2,3','3,6',6,'3,4',5,3,4,4,2,2,2,5,100
34706000,33,'1,3,6','1,6,8','2,5,7','1,2,4','2,3,5',3,3,4,2,2,6,5,33
34765000,33,'1,2,6','1,6','1,4,7','1,3,5','4,5,7',3,3,2,2,2,1,5,33
